,F#3,G#3,A3,A#3,B3,C#4,C##4,D#4,E4,F#4,G#4,A4,A#4,B4,C#5,D#5,E5,F#5,G#5,A5,A#5,B5,C#6
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.375,0.5,0.0,5.75,8.5,7.625,2.25,2.375,0.625,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,5.5,1.0,4.25,0.5,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.25,2.5,2.625,0.0,1.5,0.125,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.25,0.0,0.0,3.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.875,0.5,0.0,4.75,4.375,3.0,0.5,2.375,0.5,0.0,0.0,0.25,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.875,0.0,0.0,7.125,10.625,4.875,1.375,2.875,0.875,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,7.5,8.625,3.625,1.5,2.0,0.75,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.5,4.5,1.875,6.0,0.625,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.875,0.0,0.0,9.0,7.125,2.5,1.25,1.25,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,5.0,5.875,1.0,6.375,0.25,0.25,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,2.75,2.125,4.375,0.5,2.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.75,0.0,0.0,3.25,2.25,0.0,1.25,0.25,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,5.5,0.0,0.0,12.0,9.5,3.5,3.625,4.625,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,2.25,2.25,1.75,2.75,1.25,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.25,1.875,1.375,0.0,1.25,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,2.75,1.5,1.5,0.5,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.25,4.25,3.5,2.75,1.75,4.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.125,0.75,0.0,2.625,7.625,5.0,2.75,1.5,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.75,1.625,2.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.875,0.0,2.875,0.625,0.5,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.125,1.875,0.0,4.25,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.875,0.5,2.0,0.625,0.5,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,1.75,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.0,0.0,2.125,0.875,0.0,1.25,0.25,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,1.0,1.875,1.875,0.0,1.75,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,0.0,0.0,1.625,1.875,0.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.125,0.0,0.375,3.625,8.375,6.0,1.5,4.125,6.625,0.0,0.0,0.5,0.25
